-0.946170656,0.295917162,0
-0.552566727,0.773011821,0
0.312162015,0.908858382,0
0.691848858,1.00850764,0
0.987059127,0.295044582,0
0.987234509,-0.541572698,1
0.882543143,0.378398037,0
-0.067276408,1.081432877,0
-0.080649485,0.410629376,1
-0.053483686,0.992581995,0
-0.424636684,0.829681954,0
0.290406661,-0.113990578,1
2.002183605,0.28916572,1
0.536635139,-0.384535419,1
1.701433625,-0.272073918,1
0.964549394,-0.512764642,1
0.305235144,1.011014156,0
1.879116265,0.276262363,1
1.315046009,-0.565406528,1
1.248958719,-0.637546304,1
