0.065120935,0.386950355,1
1.735278752,-0.166166365,1
0.819895257,0.354354143,0
-0.892697874,0.304777894,0
1.92764584,-0.29866619,1
-0.352420777,0.998884393,0
1.171970739,0.027661542,0
0.431182218,-0.475239933,1
1.883461766,0.284461791,1
-0.960769194,0.024163481,0
1.935127607,-0.058972361,1
-0.681677847,0.606645272,0
0.293567667,-0.177621642,1
1.614960972,-0.200241775,1
1.471166728,-0.506478867,1
1.988896864,0.303849841,1
-0.357740068,0.91159506,0
1.447285913,-0.310693804,1
-0.164174705,0.992171625,0
0.206814795,1.069173513,0
0.890888447,0.261324823,0
0.024280597,0.479448077,1
0.920042828,-0.581277645,1
1.887523803,0.401800804,1
2.060457228,0.325694177,1
0.968678575,0.511445829,0
-0.666150577,0.815408537,0
-0.914173416,-0.084940921,0
0.390131899,-0.269318984,1
0.856670043,0.892828721,0
-0.864213268,0.125955685,0
0.015581467,0.110817035,1
0.122803539,0.940903929,0
0.133627542,-0.095794426,1
0.012063043,0.295188063,1
0.773121627,-0.473849334,1
0.535492612,0.682575628,0
1.094469161,-0.572425773,1
0.311230298,0.943151388,0
0.646195356,-0.344885166,1
0.683711293,0.759822241,0
-1.064976379,0.271454509,0
-0.041285469,0.745514164,0
-0.937429127,0.37269845,0
1.715716336,0.003835964,1
1.576807106,-0.423396558,1
0.533960672,1.115032642,0
0.66380837,0.713425557,0
-0.393948388,0.940579471,0
0.568644894,-0.327809535,1
1.202289497,-0.488466723,1
0.372949484,-0.230050491,1
0.138464272,1.104310017,0
-0.849182291,0.486119646,0
-1.100693457,0.226288891,0
-0.4895445,0.605088117,0
0.554878192,-0.518472243,1
1.847061178,-0.034049513,1
0.948850573,0.563158776,0
-0.030208582,0.43534298,1
0.108464561,-0.082474125,1
-0.843803245,0.246633719,0
0.109125969,0.165547807,1
1.225160818,-0.365309486,1
1.819899874,-0.175599987,1
0.907184082,0.149072192,0
0.34228955,-0.195506467,1
0.955356583,0.059999423,0
0.753371707,-0.469593421,1
0.723386422,0.557661463,0
-0.722108201,0.703988886,0
2.047221332,0.444941059,1
0.151539497,-0.016483928,1
1.366534722,-0.345246431,1
-0.81695256,0.469256703,0
0.746448032,0.650223104,0
-0.506363662,0.940317565,0
0.75641531,0.4715998,0
0.248916965,0.911963721,0
-0.019215984,-0.108652423,1
